Yr_of_birth,Age,Avg_born
1976,29,0.4096
1976,30,0.4784
1976,31,0.5514
1976,32,0.6329
1976,33,0.7167
1976,34,0.7938
1976,35,0.8727
1976,36,0.9552
1976,37,1.03
1976,38,1.0837
1976,39,1.1267
1976,40,1.1595
1976,41,1.1832
1976,42,1.1989
1976,43,1.2086
1976,44,1.2141
1976,45,1.2163
1976,46,1.2176
1976,47,-
1976,48,-
1976,49,-
1976,50,-
1977,16,0.0018
1977,17,0.0056
1977,18,0.0116
1977,19,0.0198
1977,20,0.0322
1977,21,0.049
1977,22,0.0706
1977,23,0.103
1977,24,0.1434
1977,25,0.1866
1977,26,0.2362
1977,27,0.2876
1977,28,0.3448
1977,29,0.4085
1977,30,0.4771
1977,31,0.5531
1977,32,0.6371
1977,33,0.7237
1977,34,0.8077
1977,35,0.8904
1977,36,0.9746
1977,37,1.0382
1977,38,1.0947
1977,39,1.1379
1977,40,1.1729
1977,41,1.1967
1977,42,1.212
1977,43,1.2212
1977,44,1.226
1977,45,1.228
1977,46,-
1977,47,-
1977,48,-
1977,49,-
1977,50,-
1978,16,0.0019
1978,17,0.0049
1978,18,0.0101
1978,19,0.0187
1978,20,0.0308
1978,21,0.0463
1978,22,0.0697
1978,23,0.1021
1978,24,0.1385
1978,25,0.1841
1978,26,0.2327
1978,27,0.2842
1978,28,0.3429
1978,29,0.4072
1978,30,0.4787
1978,31,0.5559
1978,32,0.6365
1978,33,0.7259
1978,34,0.8136
1978,35,0.9054
1978,36,0.9836
1978,37,1.0529
1978,38,1.1069
1978,39,1.1502
1978,40,1.1831
1978,41,1.2052
1978,42,1.2202
1978,43,1.2279
1978,44,1.2318
1978,45,-
1978,46,-
1978,47,-
1978,48,-
1978,49,-
1978,50,-
1979,16,0.0016
1979,17,0.0047
1979,18,0.0095
1979,19,0.0177
1979,20,0.0292
1979,21,0.0447
1979,22,0.0699
1979,23,0.0999
1979,24,0.1384
1979,25,0.1825
1979,26,0.2313
1979,27,0.2822
1979,28,0.3398
1979,29,0.4048
1979,30,0.4766
1979,31,0.5508
1979,32,0.637
1979,33,0.7265
1979,34,0.8262
1979,35,0.9081
1979,36,0.9932
1979,37,1.0616
1979,38,1.1189
1979,39,1.1611
1979,40,1.1933
1979,41,1.215
1979,42,1.2283
1979,43,1.236
1979,44,-
1979,45,-
1979,46,-
1979,47,-
1979,48,-
1979,49,-
1979,50,-
1980,16,0.0014
1980,17,0.0037
1980,18,0.0085
1980,19,0.0156
1980,20,0.0262
1980,21,0.0414
1980,22,0.0624
1980,23,0.0932
1980,24,0.131
1980,25,0.1746
1980,26,0.221
1980,27,0.2703
1980,28,0.3257
1980,29,0.3883
1980,30,0.4568
1980,31,0.5365
1980,32,0.6313
1980,33,0.733
1980,34,0.8175
1980,35,0.9074
1980,36,0.9835
1980,37,1.0536
1980,38,1.1061
1980,39,1.1458
1980,40,1.1774
1980,41,1.1959
1980,42,1.2075
1980,43,-
1980,44,-
1980,45,-
1980,46,-
1980,47,-
1980,48,-
1980,49,-
1980,50,-
1981,16,0.0018
1981,17,0.0039
1981,18,0.008
1981,19,0.0147
1981,20,0.0251
1981,21,0.0403
1981,22,0.0631
1981,23,0.0917
1981,24,0.1287
1981,25,0.1696
1981,26,0.212
1981,27,0.2571
1981,28,0.3095
1981,29,0.3636
1981,30,0.4272
1981,31,0.5056
1981,32,0.6075
1981,33,0.6962
1981,34,0.7878
1981,35,0.8736
1981,36,0.9524
1981,37,1.0151
1981,38,1.0658
1981,39,1.1061
1981,40,1.133
1981,41,1.1509
1981,42,-
1981,43,-
1981,44,-
1981,45,-
1981,46,-
1981,47,-
1981,48,-
1981,49,-
1981,50,-
1982,16,0.0009
1982,17,0.0033
1982,18,0.0076
1982,19,0.0142
1982,20,0.024
1982,21,0.04
1982,22,0.0626
1982,23,0.0945
1982,24,0.1313
1982,25,0.1725
1982,26,0.2183
1982,27,0.2707
1982,28,0.3296
1982,29,0.4018
1982,30,0.4809
1982,31,0.584
1982,32,0.6775
1982,33,0.7848
1982,34,0.8834
1982,35,0.9769
1982,36,1.0586
1982,37,1.1245
1982,38,1.1753
1982,39,1.2115
1982,40,1.2354
1982,41,-
1982,42,-
1982,43,-
1982,44,-
1982,45,-
1982,46,-
1982,47,-
1982,48,-
1982,49,-
1982,50,-
1983,16,0.0013
1983,17,0.0028
1983,18,0.0062
1983,19,0.0118
1983,20,0.0206
1983,21,0.0337
1983,22,0.0543
1983,23,0.081
1983,24,0.1113
1983,25,0.1468
1983,26,0.1881
1983,27,0.2377
1983,28,0.2987
1983,29,0.3731
1983,30,0.4588
1983,31,0.5368
1983,32,0.635
1983,33,0.7329
1983,34,0.826
1983,35,0.9101
1983,36,0.982
1983,37,1.0486
1983,38,1.0943
1983,39,1.1284
1983,40,-
1983,41,-
1983,42,-
1983,43,-
1983,44,-
1983,45,-
1983,46,-
1983,47,-
1983,48,-
1983,49,-
1983,50,-
1984,16,0.0008
1984,17,0.0024
1984,18,0.0058
1984,19,0.0112
1984,20,0.019
1984,21,0.0317
1984,22,0.051
1984,23,0.0749
1984,24,0.1066
1984,25,0.1419
1984,26,0.1818
1984,27,0.2288
1984,28,0.2899
1984,29,0.3666
1984,30,0.44
1984,31,0.5277
1984,32,0.6208
1984,33,0.7175
1984,34,0.8043
1984,35,0.8866
1984,36,0.9583
1984,37,1.0146
1984,38,1.0594
1984,39,-
1984,40,-
1984,41,-
1984,42,-
1984,43,-
1984,44,-
1984,45,-
1984,46,-
1984,47,-
1984,48,-
1984,49,-
1984,50,-
1985,16,0.0009
1985,17,0.0023
1985,18,0.0053
1985,19,0.0105
1985,20,0.019
1985,21,0.0315
1985,22,0.0486
1985,23,0.0715
1985,24,0.1003
1985,25,0.1368
1985,26,0.1791
1985,27,0.2334
1985,28,0.2949
1985,29,0.3593
1985,30,0.4397
1985,31,0.5229
1985,32,0.6198
1985,33,0.7118
1985,34,0.797
1985,35,0.8768
1985,36,0.9391
1985,37,0.9902
1985,38,-
1985,39,-
1985,40,-
1985,41,-
1985,42,-
1985,43,-
1985,44,-
1985,45,-
1985,46,-
1985,47,-
1985,48,-
1985,49,-
1985,50,-
1986,16,0.0008
1986,17,0.0019
1986,18,0.0047
1986,19,0.0108
1986,20,0.0191
1986,21,0.0313
1986,22,0.0467
1986,23,0.0708
1986,24,0.1015
1986,25,0.1391
1986,26,0.1847
1986,27,0.2346
1986,28,0.2859
1986,29,0.3574
1986,30,0.4356
1986,31,0.5201
1986,32,0.6062
1986,33,0.6912
1986,34,0.7783
1986,35,0.8513
1986,36,0.9119
1986,37,-
1986,38,-
1986,39,-
1986,40,-
1986,41,-
1986,42,-
1986,43,-
1986,44,-
1986,45,-
1986,46,-
1986,47,-
1986,48,-
1986,49,-
1986,50,-
1987,16,0.0007
1987,17,0.002
1987,18,0.0046
1987,19,0.0092
1987,20,0.0172
1987,21,0.0285
1987,22,0.0442
1987,23,0.0708
1987,24,0.1029
1987,25,0.1422
1987,26,0.1871
1987,27,0.2342
1987,28,0.2965
1987,29,0.371
1987,30,0.4516
1987,31,0.5332
1987,32,0.6262
1987,33,0.7224
1987,34,0.8001
1987,35,0.8659
1987,36,-
1987,37,-
1987,38,-
1987,39,-
1987,40,-
1987,41,-
1987,42,-
1987,43,-
1987,44,-
1987,45,-
1987,46,-
1987,47,-
1987,48,-
1987,49,-
1987,50,-
1988,16,0.0009
1988,17,0.0021
1988,18,0.0045
1988,19,0.0088
1988,20,0.0169
1988,21,0.0273
1988,22,0.0448
1988,23,0.0714
1988,24,0.109
1988,25,0.1448
1988,26,0.1811
1988,27,0.2326
1988,28,0.2902
1988,29,0.361
1988,30,0.4364
1988,31,0.5166
1988,32,0.6042
1988,33,0.6803
1988,34,0.7476
1988,35,-
1988,36,-
1988,37,-
1988,38,-
1988,39,-
1988,40,-
1988,41,-
1988,42,-
1988,43,-
1988,44,-
1988,45,-
1988,46,-
1988,47,-
1988,48,-
1988,49,-
1988,50,-
1989,16,0.0007
1989,17,0.0017
1989,18,0.004
1989,19,0.0083
1989,20,0.0155
1989,21,0.0267
1989,22,0.0429
1989,23,0.0683
1989,24,0.0936
1989,25,0.1228
1989,26,0.1609
1989,27,0.2075
1989,28,0.2653
1989,29,0.3302
1989,30,0.4006
1989,31,0.4782
1989,32,0.5497
1989,33,0.6205
1989,34,-
1989,35,-
1989,36,-
1989,37,-
1989,38,-
1989,39,-
1989,40,-
1989,41,-
1989,42,-
1989,43,-
1989,44,-
1989,45,-
1989,46,-
1989,47,-
1989,48,-
1989,49,-
1989,50,-
1990,16,0.0006
1990,17,0.0015
1990,18,0.0034
1990,19,0.0075
1990,20,0.0149
1990,21,0.0282
1990,22,0.0464
1990,23,0.0663
1990,24,0.0884
1990,25,0.1195
1990,26,0.1583
1990,27,0.2047
1990,28,0.2551
1990,29,0.3151
1990,30,0.3818
1990,31,0.4444
1990,32,0.5058
1990,33,-
1990,34,-
1990,35,-
1990,36,-
1990,37,-
1990,38,-
1990,39,-
1990,40,-
1990,41,-
1990,42,-
1990,43,-
1990,44,-
1990,45,-
1990,46,-
1990,47,-
1990,48,-
1990,49,-
1990,50,-
1991,16,0.0006
1991,17,0.0016
1991,18,0.0037
1991,19,0.0077
1991,20,0.0154
1991,21,0.0279
1991,22,0.042
1991,23,0.0586
1991,24,0.0827
1991,25,0.1143
1991,26,0.1521
1991,27,0.1943
1991,28,0.2422
1991,29,0.3022
1991,30,0.3538
1991,31,0.4068
1991,32,-
1991,33,-
1991,34,-
1991,35,-
1991,36,-
1991,37,-
1991,38,-
1991,39,-
1991,40,-
1991,41,-
1991,42,-
1991,43,-
1991,44,-
1991,45,-
1991,46,-
1991,47,-
1991,48,-
1991,49,-
1991,50,-
1992,16,0.0005
1992,17,0.0014
1992,18,0.0038
1992,19,0.0087
1992,20,0.0159
1992,21,0.0246
1992,22,0.0376
1992,23,0.056
1992,24,0.0797
1992,25,0.1099
1992,26,0.145
1992,27,0.1847
1992,28,0.2319
1992,29,0.2767
1992,30,0.32
1992,31,-
1992,32,-
1992,33,-
1992,34,-
1992,35,-
1992,36,-
1992,37,-
1992,38,-
1992,39,-
1992,40,-
1992,41,-
1992,42,-
1992,43,-
1992,44,-
1992,45,-
1992,46,-
1992,47,-
1992,48,-
1992,49,-
1992,50,-
1993,16,0.0003
1993,17,0.0009
1993,18,0.003
1993,19,0.0072
1993,20,0.0129
1993,21,0.022
1993,22,0.0352
1993,23,0.0536
1993,24,0.075
1993,25,0.1024
1993,26,0.1338
1993,27,0.1693
1993,28,0.204
1993,29,0.2399
1993,30,-
1993,31,-
1993,32,-
1993,33,-
1993,34,-
1993,35,-
1993,36,-
1993,37,-
1993,38,-
1993,39,-
1993,40,-
1993,41,-
1993,42,-
1993,43,-
1993,44,-
1993,45,-
1993,46,-
1993,47,-
1993,48,-
1993,49,-
1993,50,-
1994,16,0.0006
1994,17,0.0018
1994,18,0.0047
1994,19,0.0089
1994,20,0.015
1994,21,0.0246
1994,22,0.0382
1994,23,0.0544
1994,24,0.0756
1994,25,0.1007
1994,26,0.1293
1994,27,0.1572
1994,28,0.1844
1994,29,-
1994,30,-
1994,31,-
1994,32,-
1994,33,-
1994,34,-
1994,35,-
1994,36,-
1994,37,-
1994,38,-
1994,39,-
1994,40,-
1994,41,-
1994,42,-
1994,43,-
1994,44,-
1994,45,-
1994,46,-
1994,47,-
1994,48,-
1994,49,-
1994,50,-
1995,16,0.0004
1995,17,0.0012
1995,18,0.0035
1995,19,0.0073
1995,20,0.0139
1995,21,0.0225
1995,22,0.0346
1995,23,0.0501
1995,24,0.0683
1995,25,0.091
1995,26,0.1134
1995,27,0.1348
1995,28,-
1995,29,-
1995,30,-
1995,31,-
1995,32,-
1995,33,-
1995,34,-
1995,35,-
1995,36,-
1995,37,-
1995,38,-
1995,39,-
1995,40,-
1995,41,-
1995,42,-
1995,43,-
1995,44,-
1995,45,-
1995,46,-
1995,47,-
1995,48,-
1995,49,-
1995,50,-
1996,16,0.0007
1996,17,0.0014
1996,18,0.0032
1996,19,0.007
1996,20,0.0126
1996,21,0.0214
1996,22,0.0328
1996,23,0.0466
1996,24,0.0644
1996,25,0.0827
1996,26,0.0996
1996,27,-
1996,28,-
1996,29,-
1996,30,-
1996,31,-
1996,32,-
1996,33,-
1996,34,-
1996,35,-
1996,36,-
1996,37,-
1996,38,-
1996,39,-
1996,40,-
1996,41,-
1996,42,-
1996,43,-
1996,44,-
1996,45,-
1996,46,-
1996,47,-
1996,48,-
1996,49,-
1996,50,-
1997,16,0.0008
1997,17,0.0017
1997,18,0.0041
1997,19,0.0078
1997,20,0.0132
1997,21,0.0216
1997,22,0.0325
1997,23,0.0448
1997,24,0.059
1997,25,0.0742
1997,26,-
1997,27,-
1997,28,-
1997,29,-
1997,30,-
1997,31,-
1997,32,-
1997,33,-
1997,34,-
1997,35,-
1997,36,-
1997,37,-
1997,38,-
1997,39,-
1997,40,-
1997,41,-
1997,42,-
1997,43,-
1997,44,-
1997,45,-
1997,46,-
1997,47,-
1997,48,-
1997,49,-
1997,50,-
1998,16,0.0006
1998,17,0.0013
1998,18,0.0036
1998,19,0.0073
1998,20,0.0128
1998,21,0.0199
1998,22,0.0291
1998,23,0.0394
1998,24,0.0493
1998,25,-
1998,26,-
1998,27,-
1998,28,-
1998,29,-
1998,30,-
1998,31,-
1998,32,-
1998,33,-
1998,34,-
1998,35,-
1998,36,-
1998,37,-
1998,38,-
1998,39,-
1998,40,-
1998,41,-
1998,42,-
1998,43,-
1998,44,-
1998,45,-
1998,46,-
1998,47,-
1998,48,-
1998,49,-
1998,50,-
1999,16,0.0004
1999,17,0.0015
1999,18,0.0035
1999,19,0.007
1999,20,0.0114
1999,21,0.0189
1999,22,0.0262
1999,23,0.034
1999,24,-
1999,25,-
1999,26,-
1999,27,-
1999,28,-
1999,29,-
1999,30,-
1999,31,-
1999,32,-
1999,33,-
1999,34,-
1999,35,-
1999,36,-
1999,37,-
1999,38,-
1999,39,-
1999,40,-
1999,41,-
1999,42,-
1999,43,-
1999,44,-
1999,45,-
1999,46,-
1999,47,-
1999,48,-
1999,49,-
1999,50,-
2000,16,0.0005
2000,17,0.0012
2000,18,0.0029
2000,19,0.006
2000,20,0.01
2000,21,0.0154
2000,22,0.0208
2000,23,-
2000,24,-
2000,25,-
2000,26,-
2000,27,-
2000,28,-
2000,29,-
2000,30,-
2000,31,-
2000,32,-
2000,33,-
2000,34,-
2000,35,-
2000,36,-
2000,37,-
2000,38,-
2000,39,-
2000,40,-
2000,41,-
2000,42,-
2000,43,-
2000,44,-
2000,45,-
2000,46,-
2000,47,-
2000,48,-
2000,49,-
2000,50,-
2001,16,0.0005
2001,17,0.0018
2001,18,0.0036
2001,19,0.0064
2001,20,0.0103
2001,21,0.0148
2001,22,-
2001,23,-
2001,24,-
2001,25,-
2001,26,-
2001,27,-
2001,28,-
2001,29,-
2001,30,-
2001,31,-
2001,32,-
2001,33,-
2001,34,-
2001,35,-
2001,36,-
2001,37,-
2001,38,-
2001,39,-
2001,40,-
2001,41,-
2001,42,-
2001,43,-
2001,44,-
2001,45,-
2001,46,-
2001,47,-
2001,48,-
2001,49,-
2001,50,-
2002,16,0.0006
2002,17,0.0014
2002,18,0.0025
2002,19,0.0046
2002,20,0.0081
2002,21,-
2002,22,-
2002,23,-
2002,24,-
2002,25,-
2002,26,-
2002,27,-
2002,28,-
2002,29,-
2002,30,-
2002,31,-
2002,32,-
2002,33,-
2002,34,-
2002,35,-
2002,36,-
2002,37,-
2002,38,-
2002,39,-
2002,40,-
2002,41,-
2002,42,-
2002,43,-
2002,44,-
2002,45,-
2002,46,-
2002,47,-
2002,48,-
2002,49,-
2002,50,-
2003,16,0.0003
2003,17,0.001
2003,18,0.0023
2003,19,0.0036
2003,20,-
2003,21,-
2003,22,-
2003,23,-
2003,24,-
2003,25,-
2003,26,-
2003,27,-
2003,28,-
2003,29,-
2003,30,-
2003,31,-
2003,32,-
2003,33,-
2003,34,-
2003,35,-
2003,36,-
2003,37,-
2003,38,-
2003,39,-
2003,40,-
2003,41,-
2003,42,-
2003,43,-
2003,44,-
2003,45,-
2003,46,-
2003,47,-
2003,48,-
2003,49,-
2003,50,-
2004,16,0.0003
2004,17,0.0008
2004,18,0.0019
2004,19,-
2004,20,-
2004,21,-
2004,22,-
2004,23,-
2004,24,-
2004,25,-
2004,26,-
2004,27,-
2004,28,-
2004,29,-
2004,30,-
2004,31,-
2004,32,-
2004,33,-
2004,34,-
2004,35,-
2004,36,-
2004,37,-
2004,38,-
2004,39,-
2004,40,-
2004,41,-
2004,42,-
2004,43,-
2004,44,-
2004,45,-
2004,46,-
2004,47,-
2004,48,-
2004,49,-
2004,50,-
2005,16,0.0003
2005,17,0.0009
2005,18,-
2005,19,-
2005,20,-
2005,21,-
2005,22,-
2005,23,-
2005,24,-
2005,25,-
2005,26,-
2005,27,-
2005,28,-
2005,29,-
2005,30,-
2005,31,-
2005,32,-
2005,33,-
2005,34,-
2005,35,-
2005,36,-
2005,37,-
2005,38,-
2005,39,-
2005,40,-
2005,41,-
2005,42,-
2005,43,-
2005,44,-
2005,45,-
2005,46,-
2005,47,-
2005,48,-
2005,49,-
2005,50,-
2006,16,0.0001
2006,17,-
2006,18,-
2006,19,-
2006,20,-
2006,21,-
2006,22,-
2006,23,-
2006,24,-
2006,25,-
2006,26,-
2006,27,-
2006,28,-
2006,29,-
2006,30,-
2006,31,-
2006,32,-
2006,33,-
2006,34,-
2006,35,-
2006,36,-
2006,37,-
2006,38,-
2006,39,-
2006,40,-
2006,41,-
2006,42,-
2006,43,-
2006,44,-
2006,45,-
2006,46,-
2006,47,-
2006,48,-
2006,49,-
2006,50,-
